coordenador id;nome;afiliacao;ref id;ref nome
5752128941340564;Edgar Roberto Kirchof;Universidade Luterana do Brasil, ULBRA, Brasil.;5752128941340564;Edgar Roberto Kirchof
7887916265742855;Glaucia Nolasco de Almeida Mello;Pontifícia Universidade Católica de Minas Gerais, PUC Minas, Brasil.;7887916265742855;Glaucia Nolasco de Almeida Mello
6813786273390182;Tales Nereu Bogoni;Universidade Estadual de Mato Grosso, UNEMAT, Brasil.;3010497094377497;Tales Nereu Bogoni
9405118016902400;Edna de Mello Silva;Universidade Federal de São Paulo, UNIFESP, Brasil.;9405118016902400;Edna de Mello Silva
5998752909180697;Alyson de Jesus dos Santos;Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, IFAM, Brasil.;5998752909180697;Alyson de Jesus dos Santos
1934903225521860;Francisco Madeiro Bernardino Junior;Universidade Católica de Pernambuco, UNICAP, Brasil.;1934903225521860;Francisco Madeiro Bernardino Junior
0148962230603842;Marcus Vinícius Liessem Fontana;Universidade Federal da Fronteira Sul, UFFS, Brasil.;148962230603842;Marcus Vinícius Liessem Fontana
2087785677186785;Isabel Dillmann Nunes;Universidade Federal do Rio Grande do Norte, UFRN, Brasil.;2087785677186785;Isabel Dillmann Nunes
4394162331037750;Alberto Barbosa Raposo;Pontifícia Universidade Católica do Rio de Janeiro, PUC-Rio, Brasil.;4394162331037750;Alberto Barbosa Raposo
3309342336039521;Ney Laert Vilar Calazans;Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, Brasil.;4394162331037750;Ney Calazans
0555490225765351;Sergio da Costa Nunes;Instituto Federal de Educação Ciência e Tecnologia Sul-rio-grandense, IFSUL, Brasil.;555490225765351;Sergio da Costa Nunes
9202801399600456;Jorge Antonio Silva Centeno;Universidade Federal do Paraná, UFPR, Brasil.;9202801399600456;Jorge Antonio Silva Centeno
8795066026611788;Maurício José Laguardia Campomori;Universidade Federal de Minas Gerais, UFMG, Brasil.;8795066026611788;Maurício José Laguardia Campomori
8933624812566216;Ingrid Winkler;SENAI - Departamento Regional da Bahia, SENAI/DR/BA, Brasil.;5034444360451621;Ingrid Winkler
9756167788721062;Nelson Cruz Sampaio Neto;Universidade Federal do Pará, UFPA, Brasil.;9756167788721062;Nelson Cruz Sampaio Neto
0159010164759435;Marcelo Almeida Bairral;Universidade Federal Rural do Rio de Janeiro, UFRRJ, Brasil.;4340581249924621;Marcelo Almeida Bairral
2029488267292298;Breno de Paula Andrade Cruz;Universidade Federal do Rio de Janeiro, UFRJ, Brasil.;2029488267292298;Breno de Paula Andrade Cruz
8479082398514293;Marcelo Becker;Escola de Engenharia de São Carlos Universidade de São Paulo, EESC - USP, Brasil.;8479082398514293;Marcelo Becker
0277705848688464;Claudio Kirner;Universidade Federal de Itajubá, UNIFEI, Brasil.;277705848688464;Claudio Kirner
4019150313777291;Paulo Eigi Miyagi;Instituto de Pesquisas Tecnológicas do Estado de São Paulo, IPT, Brasil.;4185679659611455;Paulo Eigi Miyagi
8718817544368644;Fabio de Souza Alves;Instituto Federal de Santa Catarina, IFSC, Brasil.;8718817544368644;Fabio de Souza Alves
0412919715126909;Fernando Selleri Silva;Universidade do Estado de Mato Grosso, UNEMAT, Brasil.;412919715126909;Fernando Selleri Silva
7514305376858192;Luciano Silva;Universidade Cruzeiro do Sul, UNICSUL, Brasil.;7514305376858192;Luciano Silva
5925784315354434;Clicéres Mack Dal Bianco;Universidade Regional Integrada do Alto Uruguai e das Missões, URI, Brasil.;5925784315354434;Clicéres Mack Dal Bianco
9911012866860858;Filipe Pereira Mesquita dos Santos;Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro, IFRJ, Brasil.;9911012866860858;Filipe Pereira Mesquita dos Santos
4731132112733505;Adinovan Henriques de Macedo Pimenta;Centro Universitário Adventista de São Paulo, UNASP, Brasil.;4731132112733505;Adinovan Henriques de Macedo Pimenta
4571544548251124;Victor Gonçalves Gloria Freitas;S B I, UCAM, Brasil.;4571544548251124;Victor Gonçalves Gloria Freitas
5938003791536092;Rosinei Batista Ribeiro;Centro Universitário Teresa D' Ávila, UNIFATEA, Brasil.;5938003791536092;Rosinei Batista Ribeiro
9016360553400035;Maria Lencastre Pinheiro de Menezes Cruz;Universidade de Pernambuco, UPE, Brasil.;9016360553400035;Maria Lencastre Pinheiro de Menezes Cruz
6602202569381703;Luciano Denardin de Oliveira;Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.;6602202569381703;Luciano Denardin de Oliveira
9907691146700229;Márcio Antônio Duarte;Universidade Federal de Goiás, UFG, Brasil.;9907691146700229;Márcio Antônio Duarte
4754106250302979;Daniel Lima Gomes Júnior;Instituto Federal do Maranhão, IFMA, Brasil.;4754106250302979;Daniel Lima Gomes Júnior
1520994716359117;Ivana Marcia Oliveira Maia;(CNPq) Conselho Nacional de Desenvolvimento Científico e Tecnológico.;4754106250302979;IVANA MÁRCIA  OLIVEIRA MAIA
1974791787566027;Mauricio Marengoni;Universidade Presbiteriana Mackenzie, MACKENZIE, Brasil.;1974791787566027;Mauricio Marengoni
1916245590298485;João Paulo Silva do Monte Lima;Universidade Federal Rural de Pernambuco, UFRPE, Brasil.;8817591964244237;João Paulo Lima
7259733398888112;Valéria Ilsa Rosa;Fundação Universidade Regional de Blumenau, FURB, Brasil.;7259733398888112;Valéria Ilsa Rosa
2142163449017349;Doris Catharine Cornelie Knatz Kowaltowski;FEC, UNICAMP, Brasil.;3977567032725249;Doris C C K Kowaltowski
6764226783548215;Cecília Félix Andrade Silva;Instituto Federal  Minas Gerais, IFMG, Brasil.;374012247711818;Cecilia Felix Andrade Silva
8158865847990189;Paulo Raimundo Pinto;Instituto Tecnológico Vale, ITV, Brasil.;374012247711818;Paulo Raimundo Pinto
1722113830390578;Débora Aita Gasparetto;Universidade Federal de Santa Maria, UFSM, Brasil.;1722113830390578;Débora Aita Gasparetto
7949216376138752;Fabio Britto de Carvalho Almeida;SENAI-CIMATEC, CIMATEC, Brasil.;7949216376138752;Fabio Britto de Carvalho Almeida
4258800700795106;Ana Paula Piovesan Melchiori;Universidade Federal de Lavras, UFLA, Brasil.;3393043381118573;Ana Paula Piovesan Melchiori
9346178640224901;Luciene Cavalcanti Rodrigues;Instituto Federal de São Paulo, IFSP, Brasil.;9346178640224901;Luciene Cavalcanti Rodrigues
62949670854701136294967085470113;Luiz Cláudio Machado dos Santos;Universidade do Estado da Bahia, UNEB, Brasil.;6294967085470113;Luiz Cláudio Machado dos Santos
1095395084173623;Fernando Firmino da Silva;Universidade Estadual da Paraíba, UEPB, Brasil.;1095395084173623;Fernando Firmino da Silva
9637121030877187;Cristiano André da Costa;Universidade do Vale do Rio dos Sinos, UNISINOS, Brasil.;3914159735707328;Cristiano André da Costa
5021830666471504;Mayara Lustosa de Oliveira Barbosa;Instituto Federal de Brasília, IFB, Brasil.;5021830666471504;Mayara Lustosa de Oliveira Barbosa
9306302347633373;Emerson de Sousa Costa;Centro Federal de Educação Tecnológica de Minas Gerais, CEFET/MG, Brasil.;9306302347633373;Emerson de Sousa Costa
7286663892055106;Maria Aparecida Alves de Cerqueira Luz;Faculdade de Odontologia da Universidade de São Paulo, FOUSP, Brasil.;7286663892055106;Maria Aparecida Alves de Cerqueira Luz
9138713186222689;Diane Belusso;INSTITUTO FEDERAL DO PARANA, IFPR, Brasil.;9138713186222689;Diane Belusso
0543232182796499;Sandro César Silveira Jucá;Instituto Federal do Ceará, IFCE, Brasil.;543232182796499;Sandro César Silveira Jucá
4134919454057451;Fabiana Frata Furlan Peres;Universidade Estadual do Oeste do Paraná, UNIOESTE, Brasil.;4134919454057451;Fabiana Frata Furlan Peres
8205501453013894;Marcos Wagner de Souza Ribeiro;Universidade Federal de Jataí, UFJ, Brasil.;987947348533817;Marcos Wagner de Souza Ribeiro
4892345821929149;Patricia Kayser Vargas Mangan;Universidade La Salle - Canoas, UNILASALLE, Brasil.;4892345821929149;Patricia Kayser Vargas Mangan
1292601001838768;Leiva Casemiro Oliveira;Universidade Federal Rural do Semi-Árido, UFERSA, Brasil.;1292601001838768;Leiva Casemiro Oliveira
6864702691556027;Lúcio Paulo do Amaral Crivano Machado;Universidade do Estado do Rio de Janeiro, UERJ, Brasil.;6864702691556027;Lúcio Paulo do Amaral Crivano Machado
5206162448542942;Rosane Moreira Silva de Meirelles;Fundação Oswaldo Cruz, FIOCRUZ, Brasil.;6864702691556027;Rosane Meirelles
3483462003007835;Rafael de Moura Speroni;Instituto Federal Catarinense, IF-Catarinense, Brasil.;3483462003007835;Rafael de Moura Speroni
0501764855693100;Sandra Dutra Piovesan;Universidade Federal do Pampa, UNIPAMPA, Brasil.;501764855693100;Sandra Dutra Piovesan
4162291555771478;Marcelo Vera Cruz Diniz;Instituto Federal da Bahia, IFBA, Brasil.;4162291555771478;Marcelo Vera Cruz Diniz
2646104845996419;Teófilo Augusto da Silva;Universidade Federal do Sul e Sudeste do Pará, UNIFESSPA, Brasil.;2646104845996419;Teófilo Augusto da Silva
0463363430536002;Davi Guimarães da Silva;Instituto Federal de Educação, Ciência e Tecnologia do Pará, IFPA, Brasil.;463363430536002;Davi Guimarães da Silva
4607042780750206;Aléxia Pádua Franco;Faculdade de Educação da Universidade Federal de Uberlândia, FACED UFU, Brasil.;4607042780750206;Aléxia Pádua Franco
7221692456270122;Isabel Cristina Siqueira da Silva;Fundação Universidade Federal de Ciências da Saúde de Porto Alegre, UFCSPA, Brasil.;7221692456270122;Isabel Cristina Siqueira da Silva
6614550860293610;Guido Lemos de Souza Filho;Secretaria de Ciência e Tecnologia de João Pessoa, SECITEC, Brasil.;6614550860293610;Guido Lemos de Souza Filho
6965119196945931;Alessandro de Lima Bicho;Universidade Federal do Rio Grande, FURG, Brasil.;6965119196945931;Alessandro de Lima Bicho
0956823002875182;Rodolfo Pinto da Luz;Centro Universitário Euro-Americano, UNIEURO, Brasil.;1728783224542391;Rodolfo Pinto da Luz
4877438997744133;Marcio Teixeira-Bastos;University of Münster, WWU MÜNSTER, Alemanha.;4877438997744133;Marcio Teixeira-Bastos
7954579511036422;Francisco dos Santos Rebelo;Faculdade de Arquitetura da Universidade Técnica de Lisboa, FA-UTL, Portugal.;2927011145636179;Francisco dos Santos Rebelo
1049090105081864;Noêmia Lazzareschi;Pontifícia Universidade Católica de São Paulo, PUC/SP, Brasil.;1049090105081864;Noêmia Lazzareschi
4512074340599645;Umberto Celli Junior;Faculdade de Direito de Ribeirão Preto- USP, FDRP, Brasil.;4512074340599645;Umberto Celli Junior
7302726381067992;Bernardo Machado David;IT University of Copenhagen, ITU, Dinamarca.;7302726381067992;Bernardo Machado David
7269686606912444;Marcelo Duduchi Feitosa;Centro Estadual de Educação Tecnológica Paula Souza, CEETEPS, Brasil.;8463651002688096;Marcelo Duduchi Feitosa
4513485062469304;Rodrigo Flora Calili;PSR Consultoria, PSR, Brasil.;4513485062469304;Rodrigo Flora Calili
2912504494560823;Sílvia Beatriz Beger Uchôa;Universidade Federal de Alagoas, UFAL, Brasil.;2912504494560823;Sílvia Beatriz Beger Uchôa
7647023564369066;Rogerio Antonio Casagrande;Universidade do Extremo Sul Catarinense, UNESC, Brasil.;7647023564369066;Rogerio Antonio Casagrande
2781747995973774;Diego Luis Kreutz;Universidade Federal do Amazonas, UFAM, Brasil.;2781747995973774;Diego Luis Kreutz
1246085373474860;Katyusco de Farias Santos;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB, IFPB, Brasil.;1246085373474860;Katyusco de Farias Santos
0658814862350187;Ricardo Ratner Rochman;Fundação Getulio Vargas - SP, FGV-SP, Brasil.;658814862350187;Ricardo Ratner Rochman
9038113331816861;Ewerton Rodrigues Andrade;Fundação Universidade Federal de Rondônia, UNIR, Brasil.;9038113331816861;Ewerton Rodrigues Andrade
0638632787682079;Paulo Caetano da Silva;Universidade Salvador, UNIFACS, Brasil.;638632787682079;Paulo Caetano da Silva
8623512462352869;Antônio Marcos Alberti;Instituto Nacional de Telecomunicações, INATEL, Brasil.;8623512462352869;Antônio Marcos Alberti
1058846722790485;Cinthia Obladen de Almendra Freitas;Pontifícia Universidade Católica do Paraná, PUC/PR, Brasil.;1058846722790485;Cinthia Obladen de Almendra Freitas
4664874328682497;Gesiane Silveira Pereira;Universidade Vila Velha, UVV, Brasil.;3755692723547807;Gesiane Silveira Pereira
6392597835724138;Fabricia Carneiro Roos Frantz;Universidade Regional do Noroeste do Estado do Rio Grande do Sul, UNIJUI, Brasil.;3644027876437753;Fabricia Carneiro Roos Frantz
6136685270563354;Moacir Godinho Filho;Universidade Federal de São Carlos, UFSCAR, Brasil.;9062191157466610;Moacir Godinho Filho
8576347873975306;Germano Bruno Afonso;Centro Universitário Internacional, UNINTER, Brasil.;8576347873975306;Germano Bruno Afonso
1280835655867163;Eduardo da Silva Lopes;Universidade Estadual do Centro-Oeste, UNICENTRO, Brasil.;1280835655867163;Eduardo da Silva Lopes
7471848591836966;Alexandre Carvalho Silva;Instituto Federal Goiano - campus Morrinhos, IFGOIANO, Brasil.;7471848591836966;Alexandre Carvalho Silva
9627705064505983;Leonardo César Carvalho;Universidade Federal de Alfenas, UNIFAL/MG, Brasil.;9627705064505983;Leonardo César Carvalho
1790662929908503;Luciene Chagas de Oliveira;Universidade de Uberaba, UNIUBE, Brasil.;1790662929908503;Luciene Chagas de Oliveira
1728783224542391;Irla Bocianoski Rebelo;Centro Universitário UNIEURO, UNIEURO, Brasil.;1728783224542391;Irla Bocianoski Rebelo
2980425786626151;Raul Antonino Feijóo;Laboratório Nacional de Computação Científica, LNCC, Brasil.;2603863331633089;Raul Antonino Feijoó
5194203867111923;Mercedes Rocío Gonzales Márquez;Universidade Estadual de Mato Grosso do Sul, UEMS, Brasil.;5194203867111923;Mercedes Rocío Gonzales Márquez
7546749502855942;Maicon Gouvea de Oliveira;Escola de Engenharia de São Carlos da Universidade de São Paulo, EESC-USP, Brasil.;7546749502855942;Maicon Gouvea de Oliveira
6222978572011439;Arnaldo Aires Peixoto Junior;Centro Universitário Christus, UNICHRISTUS, Brasil.;6222978572011439;Arnaldo Aires Peixoto Junior
2563935738990997;Camila Palhares Teixeira;Universidade Estadual de Minas Gerais, UEMG, Brasil.;2563935738990997;Camila Palhares Teixeira
1168989222280325;Antônio Carlos de Abreu Mól;Centro Universitário Carioca, UNICARIOCA, Brasil.;1168989222280325;Antônio Carlos de Abreu Mól
2631933490596587;Antonia Arisdélia Fonseca Matias Aguiar Feitosa;Universidade Federal da Paraíba, UFPB, Brasil.;2631933490596587;Antonia Arisdélia Fonseca Matias Aguiar Feitosa
9984314744370920;Laura de Sousa Gomes Veloso;Faculdades de Enfermagem Nova Esperança, FACENE, Brasil.;9984314744370920;Laura de Sousa Gomes Veloso
0155109382883894;Elizeu Batista Borloti;Universidade Federal do Espírito Santo, UFES, Brasil.;1726041421275880;Elizeu Batista Borloti
1973691273575100;Andromeda Goretti de Menezes Campos;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo, IFES, Brasil.;1973691273575100;Andromeda Goretti de Menezes Campos
7091513065379000;Renato da Veiga Guadagnin;Universidade Católica de Brasília, UCB/DF, Brasil.;9190489069187153;Renato Guadagnin
9190489069187153;Lourdes Mattos Brasil;Universidade de Brasília - Faculdade UnB-Gama, FGA, Brasil.;9190489069187153;Lourdes Mattos Brasil
1166337759206783;Denise Azevedo Duarte Guimarães;Universidade Tuiuti do Paraná, UTP, Brasil.;1166337759206783;Denise Azevedo Duarte Guimarães
9998552952567661;Jairo Simao Santana Melo;Serviço Nacional de Aprendizagem Comercial - DF, SENAC/DF, Brasil.;9499042601643906;Jairo Simão Santana Melo
3010497094377497;Rafael Rieder;Universidade de Passo Fundo, UPF, Brasil.;3682660634268734;Rafael Rieder
4760598240322592;João Vitor Gobis Verges;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul, IFRS, Brasil.;4760598240322592;João Vitor Gobis Verges
2445144539614697;Arlinda Cantero Dorsa;Universidade Católica Dom Bosco, UCDB, Brasil.;2445144539614697;Arlinda Cantero Dorsa
4921640978892287;Maria Guiomar Carneiro Tommasiello;Universidade Metodista de Piracicaba, UNIMEP, Brasil.;4921640978892287;Maria Guiomar Carneiro Tommasiello
4922733960989917;Simone de Godoy Costa;Escola de Enfermagem de Ribeirão Preto da Universidade de São Paulo, EERP-USP, Brasil.;3321694448032184;Simone de Godoy
3895544925364119;Fabiana Caetano Martins Silva e Dutra;Universidade Federal do Triângulo Mineiro, UFTM, Brasil.;3895544925364119;Fabiana Caetano Martins Silva e Dutra
8302663661351693;Hugo Leonardo Pereira Rufino;Instituto Federal do Triângulo Mineiro, IFTM, Brasil.;6566105969072228;Hugo Leonardo Pereira Rufino
5813806316468531;Ester Liberato Pereira;Universidade Estadual de Montes Claros, UNIMONTES, Brasil.;5813806316468531;Ester Liberato Pereira
3564597309576489;Fernando Silva Parreiras;Universidade FUMEC, FUMEC, Brasil.;4835234239471713;Fernando Silva Parreiras
0556025239906941;Heleno Murilo Campeão Vale;Innolution - Sistemas de Informática Ltda, Innolution, Brasil.;556025239906941;Heleno Murilo Campeão Vale
7511905330795162;Fernando Parra dos Anjos Lima;Instituto Federal de Educação Ciência e Tecnologia de Mato Grosso, IFMT, Brasil.;7511905330795162;Fernando Parra dos Anjos Lima
8243781392342839;Alcyr Alves de Oliveira;Universidade Federal de Ciências da Saúde de Porto Alegre, UFCSPA, Brasil.;8243781392342839;Alcyr Alves de Oliveira
9924565440571557;Talita Dias da Silva;Universidade Cidade de São Paulo, UNICID, Brasil.;9924565440571557;Talita Dias da Silva
1517200038007947;Grace Kelly Melo de Almeida;CENTRO UNIVERSITÁRIO UNINASSAU ARACAJU, UNINASSAU, Brasil.;1517200038007947;Grace Kelly Melo de Almeida
6785174940359965;Cassio David Borralho Pinheiro;Universidade Federal do Oeste do Pará, UFOPA, Brasil.;3930579216565991;Cássio David Borralho Pinheiro
9688530845451866;José Guilherme de Oliveira Brockington;Núcleo de Pesquisa em Inovação Curricular, NUPIC, Brasil.;9688530845451866;José Guilherme de Oliveira Brockington
7429780004238103;Maria Claudia Ferrari de Castro;Centro Universitário da FEI (SBC), FEI, Brasil.;6186413528999908;Maria Claudia Ferrari de Castro
2277559773788201;Felipe Becker Nunes;Faculdade Antônio Meneghetti, AMF, Brasil.;2277559773788201;Felipe Becker Nunes
3435434761711692;Wilma Costa Souza;Universidade Castelo Branco, UCB/RJ, Brasil.;3435434761711692;Wilma Costa Souza
7486340493431857;Elirez Bezerra da Silva;Universidade Santa Úrsula, USU, Brasil.;3435434761711692;Elirez Bezerra da Silva
1862848643087021;Jucimar Maia da Silva Junior;Universidade do Estado do Amazonas, UEA, Brasil.;1862848643087021;Jucimar Maia da Silva Junior
2872064505456567;Linnyer Beatrys Ruiz Aylon;Universidade Estadual de Maringá, UEM, Brasil.;7560936930373791;Linnyer Beatrys Ruiz
5725021666916341;Francisco Milton Mendes Neto;Universidade Federal Rural do Semi Árido, UFERSA, Brasil.;5725021666916341;Francisco Milton Mendes Neto
6259579330358182;Angelo Márcio Pinto Leite;Faculdades Federais Integradas de Diamantina, FAFEID, Brasil.;6259579330358182;Angelo Márcio Pinto Leite
6544336528038920;João Carlos de Souza Ribeiro;Universidade Federal do Acre, UFAC, Brasil.;6544336528038920;João Carlos de Souza Ribeiro
2813267867460570;Eliseth Ribeiro Leão de Andrade Silva;Instituto Israelita de Ensino e Pesquisa Albert Einstein, IIEPAE, Brasil.;2813267867460570;Eliseth Ribeiro Leão de Andrade Silva
5665487289891813;Mercia Lamenha Medeiros;Mestrado Profissional Ensino na Saúde, MPES, Brasil.;5665487289891813;Mercia Lamenha Medeiros
8823110547147768;Delmar Broglio Carvalho;Universidade Estadual de Feira de Santana, UEFS, Brasil.;4096908597645510;Delmar Broglio Carvalho
3810677691355742;Waleska Maria Almeida Barros;Centro universitário Osman Lins, UNIFACOL, Brasil.;5647294482493232;Waleska Maria Almeida Barros
0996510828258210;Anthony Ferreira La Marca;Universidade Federal de Mato Grosso, UFMT, Brasil.;996510828258210;Anthony Ferreira La Marca
4227034481540406;Yacy Ara Froner Gonçalves;Instituto do Patrimônio Histórico e Artístico Nacional - DF, IPHAN/DF, Brasil.;3684061144624450;Yacy Ara Froner Gonçalves
0184424645432858;Eduardo Aoun Tannuri;Escola Politécnica da Universidade de São Paulo, POLI/USP, Brasil.;184424645432858;Eduardo Aoun Tannuri
4395908702363702;Elen Beatriz Carneiro Pinto;Escola Bahiana de Medicina e Saúde Pública, EBMSP, Brasil.;2188084232837529;Elen Beatriz Carneiro Pinto
9935354654905236;Maria Andréia Formico Rodrigues;Universidade de Fortaleza, UNIFOR, Brasil.;9935354654905236;Maria Andréia Formico Rodrigues
6532978866871255;Camila Rosa de Oliveira;Atitus Educação, CESME, Brasil.;6532978866871255;Camila Rosa de Oliveira
3954065076810604;Caio Saraiva Coneglian;Universidade de Marília, UNIMAR, Brasil.;3954065076810604;Caio Saraiva Coneglian
8809343991667852;Rodrigo Alves Tubelo;Zenith - Educação Continuada, ZENITH, Brasil.;8809343991667852;Rodrigo Alves Tubelo
8133566402951621;Mauricio Müller;Companhia Paranaense de Energia, COPEL, Brasil.;8133566402951621;Mauricio Müller
1459797138770378;Maria de Fatima Queiroz Vieira;Universidade Federal de Campina Grande, UFCG, Brasil.;1459797138770378;Maria de Fatima Queiroz Vieira
7423190778887548;Bruno Jareta de Oliveira;Faculdades Integradas de Bauru, FIB, Brasil.;7423190778887548;Bruno Jareta de Oliveira
6453730824686103;Neusa Mariza Leite Rodrigues Felix;Universidade do Oeste de Santa Catarina, UNOESC, Brasil.;6453730824686103;Neusa Mariza Leite Rodrigues Felix
4203796463405720;Antonio Fernando Catelli Infantosi;Coordenação dos Programas de Pós Graduação de Engenharia, COPPE, Brasil.;2417304816874825;Antonio Fernando Catelli Infantosi
8984999624053884;Regina de Oliveira Heidrich;Universidade Feevale, FEEVALE, Brasil.;8984999624053884;Regina de Oliveira Heidrich
3530349002004775;Sergio Antunes de Almeida;Centro Universitário Filadélfia, UNIFIL, Brasil.;3530349002004775;Sergio Antunes de Almeida
