lattes id;coordenador;ano inicio;ano fim;titulo;tipo
9918084903487901;Pedro Yahico Ramos Suzaki;2017;2018;Estudo da adsorção do corante reativo Azul 5G utilizando Leucaena leucocephala (Lam.);5G
2708354422178489;Danilo Ricardo Barbosa de Araújo;2020;2022;Planejamento de Infraestrutura para Redes 5G Apoiado por Técnicas de Inteligência Artificial;5G
7816511618426042;Diego Leonel Cadette Dutra;2020;2022;Escalabilidade de Serviços Orientados a Interesse sobre MECs para Redes 5G;5G
7816511618426042;Tarik Taleb;2017;2019;MATILDA;5G
8427812096595204;Rauno Ruismaki;2015;Atual;5G spectrum and co-existence;5G
7496488371034060;Adao Boava;2021;Atual;Proposta de uma Arquitetura de serviços 5G aplicada a Smart City;5G
8020803376969953;José Ferreira de Rezende;2020;Atual;Redes Celulares de 5a Geração: Aplicações e Inovações;5G
1521079293982268;Fabricio de Souza Farias;2019;2020;Avaliando Opções Backhaul e Fronthaul para Redes 5G;5G
2204147669620762;Gustavo Bittencourt Figueiredo;2018;Atual;Particionamento eficiente de funções virtuais em fronthaul óptico de Cloud/Fog-RAN para redes 5G (Edital CNPq - Edital CNPq - Bolsa Produtividade em Pesquisa N12/ 2017);5G
6491115423480602;Jose Marcos Câmara Brito;2021;Atual;5G-in-a-Box;5G
1853488415531363;Laércio Martins de Mendonça;2020;Atual;Estudo do Desempenho de Sistemas MIMO Massive Aplicados em 5G;5G
8701122785988842;Ugo Silva Dias;2019;Atual;Caracterização de Canais Sem Fio em Ondas Milimétricas para Modelagem de Redes 5G;5G
7146743799532788;Jose Marcos Camara Brito;2021;2022;Projeto de Pesquisa e Desenvolvimento Tecnológico em Sistemas de Comunicações Móveis de 6 Geração - Projeto Brasil 6G;6G
3190608911887258;lLuciano Leonel Mendes;2021;Atual;BRASIL 6G;6G
8029022476354938;Marcio Andre Rodrigues Cavalcanti de Alencar;2017;Atual;Aplicação de cerâmicas porosas na geração de emissão laser aleatório;6G
6177045546956476;Diogo Menezes Ferrazani Mattos;2022;Atual;SmartSecNets: Segurança Inteligente para Redes de Próxima Geração;6G
0239752189917951;Silvania Lanfredi;2022;Atual;Heteroestruturas Baseadas em Niobatos de Sódio e Potássio para a Remediação Ambiental;6G
0239752189917951;PRAXEDES, FABIANO R.;2019;Atual;Heteroestruturas de Niobato de Sódio e Potássio dopadas com Tungstênio e Nitrogênio para a Remediação de Contaminantes Orgânicos;6G
2658002010026792;Cristiano Bonato Both;2022;Atual;Projeto de Pesquisa e Desenvolvimento Tecnológico em Sistemas de Comunicações Móveis de 6a Geração ? Projeto Brasil 6G);6G
3977760354511853;Augusto Cezar Alves Sampaio;2020;Atual;Formal analysis of blockchain components;Smart Contracts
6392597835724138;Fabricia Carneiro Roos Frantz;2022;Atual;Uso de smart contracts e blockchain na criação de mecanismos de monitoramento de soluções de integração para garantir acordos entre partes e detectar possíveis violações de contratos;Smart Contracts
1725477351660877;Roman Vitenberg;2019;2023;SmartMed: Secure and accountable sharing of medical records using smart contracts and blockchain;Smart Contracts
2212288622038633;Patrícia Vilain;2020;Atual;Uso de Testes de Aceitação como parte da Especificação de Requisitos de Smart Contracts;Smart Contracts
0975672862006480;Regina Maria de Souza;2019;2020;SMART CONTRACTS FRENTE À LEGISLAÇÃO BRASILEIRA: AS VANTAGENS E DESVANTAGENS DA TECNOLOGIA PARA O DIREITO CONTRATUAL;Contratos Inteligentes
1246085373474860;Katyusco de Farias Santos;2019;Atual;Uso e Potencialidades de SmartContracts (Contratos Inteligentes);Contratos Inteligentes
6653688230110966;Fábio Paulo Basso;2019;2022;Fundações para Automação da Transferência de Tecnologia por Contratos Inteligentes no MDE como um Serviço;Contratos Inteligentes
